,maxindex,tiempo_total,navigate_per,person_per,cutscene_per,object_per,map_per,obsevation_per,notification_per,basic_per,undefined_per,close_per,13-22,5-12,0-4
8090,875,1660,30.97,25.6,10.29,10.4,1.71,1.03,2.86,56.14,39.85,4.01,43.62,37.43,18.95
8091,759,1451,30.7,28.33,11.73,4.87,2.5,0.92,2.9,56.74,38.44,4.82,47.03,36.14,16.83
8092,1193,2148,31.68,25.82,9.39,12.41,1.51,0.75,2.1,57.64,39.1,3.25,51.99,35.18,12.82
8093,1666,2778,52.28,13.63,5.94,11.16,1.38,0.42,1.32,39.04,59.23,1.73,49.01,40.76,10.22
8094,1319,2881,39.88,24.41,8.87,6.75,1.29,0.83,2.96,48.87,47.74,3.39,61.93,26.65,11.42
8095,1204,2130,47.51,19.02,8.31,6.98,1.83,0.42,2.41,41.7,55.68,2.62,58.53,28.4,13.07
8096,897,1345,36.01,25.86,12.26,6.24,2.12,0.78,2.45,53.01,45.1,1.89,42.77,37.25,19.98
8097,1201,2417,47.63,18.73,8.41,6.16,2.25,0.75,2.16,42.07,55.48,2.45,52.51,33.1,14.38
8098,1263,665,43.63,19.24,11.8,6.18,1.43,0.4,2.14,46.26,52.17,1.57,49.0,32.87,18.13
8099,1487,2403,45.12,15.87,6.25,10.56,1.41,1.01,1.75,41.68,54.72,3.6,45.83,37.49,16.68
8100,1023,1532,36.85,27.66,10.95,3.91,3.42,0.49,2.35,53.34,44.15,2.51,54.45,30.75,14.8
8101,1170,1512,40.34,23.08,11.37,12.22,1.88,0.68,2.14,52.39,44.68,2.94,49.32,34.33,16.35
8102,1099,1592,37.58,23.75,11.83,7.73,1.46,0.73,3.73,52.73,45.74,1.53,52.25,31.77,15.98
8103,1062,1946,42.94,21.0,9.32,9.7,1.88,0.56,2.07,46.83,50.4,2.78,44.26,39.35,16.39
8104,973,1417,37.51,26.1,12.02,4.93,1.54,0.51,2.57,52.65,45.5,1.84,50.81,30.7,18.49
8105,1047,2306,38.59,24.45,11.56,6.97,2.29,0.76,2.96,51.35,46.75,1.9,60.24,25.17,14.59
8106,2084,3279,38.87,12.86,5.28,24.23,3.07,0.72,2.4,51.86,46.51,1.63,56.92,33.75,9.34
8107,852,1114,31.81,30.28,14.08,4.69,2.23,0.47,2.7,59.13,38.76,2.11,50.37,34.41,15.22
8108,803,1279,27.02,32.13,14.57,5.73,1.87,0.75,3.49,63.26,34.88,1.86,51.72,34.22,14.06
8109,1125,1466,42.67,22.4,8.8,6.58,1.69,0.71,1.96,47.11,50.84,2.05,51.25,34.63,14.11
8110,781,1958,24.2,31.88,14.34,8.83,1.79,0.51,3.2,65.21,32.33,2.46,48.91,36.55,14.54
8111,1443,2379,39.64,19.27,9.29,11.16,1.39,0.83,2.36,49.08,47.32,3.6,49.35,26.33,24.32
8112,1165,2476,46.7,19.14,7.73,12.7,2.4,0.52,2.4,44.01,51.54,4.45,47.2,40.53,12.27
8113,1238,1734,39.74,21.49,10.1,9.37,1.78,1.29,2.1,48.94,47.4,3.66,43.11,39.77,17.13
8114,995,1662,39.9,23.32,10.65,7.34,1.91,0.8,3.12,49.31,48.46,2.23,48.83,35.49,15.68
8115,1326,1021,56.71,19.08,10.11,5.13,1.36,0.45,1.96,37.64,60.7,1.66,45.09,37.42,17.48
8116,1574,767,48.35,21.16,10.74,8.58,1.33,0.25,2.03,45.02,53.14,1.84,50.31,33.06,16.63
8117,913,1672,26.62,29.68,15.33,6.79,1.75,0.55,2.85,62.29,34.22,3.49,48.87,34.4,16.73
8118,970,1596,38.14,26.7,13.2,5.88,1.44,0.72,2.16,52.27,45.9,1.84,51.35,32.83,15.82
8119,833,955,37.09,25.57,12.36,5.76,1.68,1.08,2.76,51.85,45.99,2.17,49.11,31.68,19.21
8120,742,845,28.71,29.65,13.75,5.26,2.16,0.67,3.5,60.32,37.23,2.45,47.91,34.39,17.7
8121,1341,1374,48.92,20.28,7.83,5.22,1.94,0.97,2.24,42.25,56.21,1.53,61.43,24.08,14.49
8122,865,1408,29.6,26.13,12.6,6.82,2.2,0.46,3.35,57.29,39.2,3.52,52.34,34.24,13.42
8123,778,1052,33.68,30.85,12.98,4.37,2.31,0.77,3.34,56.47,41.11,2.43,49.73,32.75,17.52
8124,860,1838,33.95,24.88,11.28,6.63,2.56,0.93,3.37,52.35,44.68,2.97,48.83,32.64,18.53
8125,812,1588,28.94,26.48,12.07,10.22,1.85,1.23,3.45,58.22,38.9,2.87,48.5,32.77,18.73
8126,1414,1980,48.8,21.92,9.26,3.68,2.05,0.64,1.49,42.87,55.72,1.41,63.03,21.38,15.59
8127,1790,2317,42.29,16.37,7.15,16.26,2.12,0.67,1.12,48.68,50.09,1.23,54.15,33.63,12.22
8128,929,2172,28.09,23.9,10.76,9.9,2.48,1.08,2.48,57.91,37.79,4.3,43.67,41.18,15.16
8129,1105,1357,48.69,19.73,10.05,4.43,1.72,0.45,2.35,41.53,56.46,2.01,57.5,30.09,12.42
8130,1016,1943,36.81,22.64,10.14,13.19,2.26,0.59,2.07,53.04,44.99,1.96,51.81,33.75,14.45
8131,920,1940,29.57,28.7,12.39,8.37,2.28,0.76,3.48,58.58,38.33,3.09,43.6,42.81,13.59
8132,2870,1816,64.67,9.3,4.39,7.04,2.13,0.38,1.22,29.42,69.51,1.07,54.52,33.43,12.06
8133,830,1481,35.42,25.78,11.93,5.9,1.69,0.72,3.01,51.63,43.79,4.58,48.35,33.25,18.4
8134,793,1012,29.76,31.53,14.63,5.67,1.89,0.5,2.65,59.32,37.43,3.24,48.6,34.98,16.42
8135,1348,1511,45.92,20.4,9.12,8.83,1.19,0.89,1.48,45.11,53.09,1.8,47.47,38.77,13.75
8136,954,1124,37.74,27.04,12.79,5.14,1.47,0.94,2.62,53.52,44.58,1.9,51.0,30.02,18.97
8137,1054,2319,33.3,26.47,11.67,8.35,1.71,0.95,2.28,54.72,41.62,3.65,43.44,37.08,19.48
8138,842,1645,36.34,26.48,11.88,5.94,2.26,1.07,2.73,53.46,44.15,2.39,49.06,36.7,14.23
8139,1125,964,41.16,23.29,11.82,4.44,1.87,0.36,1.96,48.16,49.23,2.61,52.86,31.81,15.33
8140,932,1716,31.97,25.75,11.37,6.22,1.61,0.86,3.54,55.43,41.19,3.38,48.74,33.45,17.82
8141,1366,1207,35.43,19.4,9.52,17.72,1.68,0.59,1.98,55.08,42.45,2.47,41.55,45.51,12.94
8142,1701,2734,45.44,19.05,7.11,10.58,2.0,0.71,1.88,44.88,53.35,1.77,49.46,39.0,11.55
8143,1360,1307,56.4,15.81,8.31,3.9,1.25,0.66,1.84,34.69,63.28,2.03,58.37,25.5,16.12
8144,1437,1190,50.38,17.12,9.39,13.5,1.53,0.63,1.67,43.87,54.16,1.97,50.8,33.53,15.67
8145,984,2603,26.73,27.44,11.18,6.1,1.52,0.71,4.37,57.44,37.53,5.03,56.6,31.28,12.13
8146,2206,2105,41.21,11.7,5.53,33.41,2.31,0.63,1.18,53.42,44.62,1.97,37.76,49.67,12.57
8147,1780,1215,56.46,15.51,6.69,7.53,1.01,0.73,1.57,34.88,63.18,1.94,62.61,25.63,11.76
8148,952,1182,35.61,28.68,11.45,5.15,1.58,0.84,2.94,53.31,44.37,2.32,50.88,33.48,15.64
8149,916,1375,39.63,24.24,10.7,5.79,2.18,0.55,2.95,51.15,47.02,1.83,51.43,32.65,15.92
8150,1269,1647,50.12,20.96,8.2,6.15,1.89,0.71,2.84,41.8,56.48,1.72,57.79,30.98,11.23
8151,1814,1327,61.85,13.56,6.17,6.12,1.21,0.5,1.43,30.92,67.77,1.31,62.05,25.69,12.25
8152,1117,1150,42.61,22.65,10.38,9.67,2.51,0.45,1.97,48.99,47.73,3.28,54.85,31.94,13.21
8153,867,2324,31.03,30.57,12.69,8.54,1.96,1.04,3.0,59.64,37.95,2.41,47.84,37.74,14.42
8154,994,1014,42.35,23.24,11.87,5.94,1.71,0.6,2.62,48.77,49.41,1.82,42.55,34.62,22.83
8155,926,1991,33.59,27.0,12.42,5.72,1.73,0.76,2.7,55.9,41.44,2.66,49.37,34.9,15.73
8156,755,1416,32.19,27.81,12.98,8.74,1.85,0.66,2.91,57.3,40.31,2.39,49.3,36.38,14.33
8157,1526,1452,48.1,19.99,10.29,3.6,1.57,0.66,1.51,42.67,55.29,2.05,57.45,27.57,14.98
8158,889,2498,39.26,24.41,10.91,5.29,1.69,0.56,2.92,50.18,47.56,2.26,57.68,26.95,15.37
8159,950,1965,31.26,28.0,11.89,5.47,2.32,0.74,2.63,54.72,40.61,4.66,53.33,31.37,15.3
8160,1057,1556,32.73,25.07,11.07,8.33,1.42,1.14,2.37,55.58,41.11,3.32,51.39,31.29,17.33
8161,1254,2169,37.08,23.29,9.57,10.45,1.75,0.88,2.31,53.03,45.03,1.94,51.83,33.53,14.64
8162,832,1969,34.62,28.61,12.02,5.65,1.92,0.72,2.64,55.44,42.38,2.18,47.76,34.31,17.93
8163,1281,3291,37.39,19.59,7.18,14.91,2.42,0.47,1.72,50.36,46.8,2.84,53.9,34.78,11.33
8164,1268,2272,39.75,22.63,9.23,11.59,1.81,1.03,1.74,50.33,47.79,1.88,44.73,42.76,12.51
8165,800,1451,26.12,32.12,14.88,6.38,1.88,0.75,3.25,63.52,34.22,2.26,51.2,33.24,15.56
8166,986,1908,38.95,26.27,11.56,6.19,1.42,0.61,2.54,51.23,44.52,4.25,50.43,33.19,16.38
8167,873,1983,25.66,30.36,13.29,9.16,1.72,0.92,2.86,63.63,33.94,2.43,46.3,38.91,14.79
8168,1097,2803,41.75,25.16,10.48,4.74,1.82,1.37,2.19,48.96,48.77,2.28,47.17,39.25,13.58
8169,944,1230,36.76,24.89,10.28,6.25,1.8,0.95,2.65,51.86,45.1,3.04,45.16,34.82,20.02
8170,1323,3250,36.51,21.16,9.45,12.09,2.8,0.45,2.34,51.62,46.09,2.29,50.24,36.42,13.34
8171,1180,1200,49.32,22.37,11.02,3.64,1.36,0.42,1.95,42.87,55.8,1.33,47.17,34.34,18.5
8172,1296,2034,37.19,19.75,9.8,22.07,1.7,0.62,2.24,56.98,40.26,2.76,42.85,40.92,16.24
8173,940,1694,29.15,29.15,12.66,7.98,2.02,0.64,2.77,60.11,37.51,2.37,49.1,37.98,12.92
8174,1335,1153,44.72,21.5,11.16,4.49,2.7,0.67,1.95,45.41,51.98,2.61,48.03,38.82,13.15
8175,1630,1828,47.79,20.31,8.53,5.03,2.94,0.43,2.02,43.28,54.53,2.19,59.58,30.59,9.83
8176,1384,1812,49.06,19.65,9.32,5.56,2.1,0.65,1.59,42.32,55.46,2.22,62.76,24.77,12.46
8177,1336,1746,41.69,17.37,7.93,10.03,2.32,0.45,3.14,46.96,50.75,2.29,51.96,35.56,12.48
8178,904,1780,28.54,28.98,13.05,10.07,1.77,0.88,2.77,60.12,36.43,3.45,48.59,31.62,19.79
8179,2964,4143,58.16,10.43,4.49,21.12,1.48,0.24,1.08,38.25,60.85,0.9,51.57,40.87,7.56
8180,1136,2089,36.8,22.18,8.98,12.59,2.2,0.88,2.02,52.76,45.49,1.75,62.25,24.49,13.26
8181,1588,2188,57.12,16.5,7.3,7.62,1.7,0.69,1.26,36.34,62.17,1.49,46.3,36.84,16.86
8182,995,1666,28.54,23.62,9.75,19.4,1.61,0.7,2.21,60.81,37.27,1.92,42.74,44.54,12.73
8183,1100,1605,43.82,20.64,9.36,8.55,2.18,0.73,2.27,46.27,51.63,2.1,59.66,26.26,14.08
8184,1240,1651,36.85,26.21,10.48,11.29,1.29,0.48,2.42,55.66,42.74,1.6,54.65,33.53,11.82
8185,1430,3800,44.62,19.65,8.32,7.83,2.52,1.26,2.03,44.75,52.16,3.08,53.8,31.53,14.68
8186,2163,2245,52.15,13.82,4.62,12.25,1.85,0.69,2.08,40.52,58.21,1.27,67.32,22.0,10.67
8187,1193,1946,44.43,20.37,8.47,8.89,1.68,1.34,2.1,45.77,51.94,2.29,43.44,42.31,14.25
8188,1009,1478,34.29,23.09,11.6,7.73,2.38,0.69,2.48,54.22,42.3,3.48,46.93,35.28,17.79
8189,821,1655,31.79,26.55,11.94,8.65,1.95,1.22,3.17,57.77,39.92,2.31,45.64,35.77,18.59
8190,760,1707,25.79,33.68,14.08,5.92,1.84,0.92,3.29,62.87,34.08,3.06,49.52,33.33,17.15
8191,1329,2498,41.84,16.55,7.52,14.82,1.35,1.2,2.11,45.99,50.86,3.14,47.0,33.59,19.41
8192,1000,2764,37.8,21.8,10.5,9.6,1.8,0.9,2.8,51.59,45.97,2.44,44.41,35.44,20.15
8193,1184,1336,40.79,22.04,10.64,6.17,1.77,0.59,2.96,48.66,48.93,2.42,50.98,32.92,16.1
8194,757,998,33.95,27.21,13.34,6.08,1.85,0.53,2.77,54.58,42.69,2.72,49.57,32.76,17.66
8195,1556,1614,41.13,23.33,8.55,5.66,2.12,0.84,2.12,48.16,49.41,2.43,54.2,31.16,14.65
8196,2896,4186,48.55,15.26,8.32,10.39,1.35,0.79,1.69,41.16,57.24,1.6,48.26,38.45,13.29
8197,1295,2033,44.71,22.7,9.11,5.33,1.39,1.0,2.39,45.02,51.31,3.68,40.71,35.74,23.56
8198,1047,1961,31.33,24.55,11.46,11.94,1.53,1.05,2.48,57.11,40.14,2.74,51.15,36.01,12.84
8199,808,1197,36.51,26.36,11.88,4.95,2.48,0.87,2.72,53.15,44.62,2.23,49.61,34.69,15.71
8200,933,1299,40.41,25.29,12.86,4.5,1.82,0.54,2.25,50.8,47.38,1.82,52.5,29.55,17.95
8201,987,2094,35.87,27.25,11.85,5.98,1.72,1.01,2.53,53.87,43.33,2.8,50.42,33.23,16.35
8202,861,1293,36.82,24.74,11.73,9.99,1.86,0.81,2.56,53.37,44.68,1.96,48.41,36.43,15.16
8203,1284,947,47.12,20.64,10.36,5.69,1.56,0.39,1.71,42.94,54.52,2.54,52.89,32.38,14.73
8204,989,2070,32.96,27.0,11.63,7.48,2.53,0.61,2.33,57.07,40.79,2.14,50.7,37.75,11.55
8205,861,1105,30.78,28.92,14.52,5.11,1.86,0.58,2.9,60.0,38.15,1.85,50.12,32.47,17.41
8206,858,1521,29.49,30.42,13.75,7.69,1.75,0.82,3.38,60.45,36.69,2.86,52.22,33.58,14.2
8207,2385,4686,56.35,13.25,4.78,8.09,2.35,0.71,1.26,33.87,63.89,2.25,66.32,25.98,7.69
8208,1191,2044,40.55,19.23,8.98,8.23,1.76,1.18,2.43,46.83,48.8,4.37,51.44,31.62,16.94
8209,1116,887,37.54,26.79,11.11,5.73,1.61,0.54,2.42,52.46,45.41,2.13,52.87,30.69,16.44
8210,1395,1312,42.94,18.28,10.68,10.61,2.01,0.79,2.65,47.64,50.38,1.98,48.75,33.61,17.64
8211,1450,1959,45.31,17.45,7.1,6.76,2.76,0.97,1.45,43.53,53.74,2.73,48.08,39.35,12.57
8212,1511,2267,49.37,18.4,7.81,8.54,1.39,0.86,1.65,41.56,55.74,2.7,36.93,44.64,18.43
8213,872,1403,33.49,29.82,13.19,5.62,1.61,0.69,3.21,56.36,41.2,2.44,55.05,29.84,15.1
8214,1223,1884,49.14,22.08,9.48,3.84,1.8,0.49,2.29,42.76,55.21,2.03,60.61,27.27,12.12
8215,1248,1487,39.5,20.35,8.73,4.89,3.29,0.8,2.0,48.12,47.35,4.54,39.32,47.8,12.88
8216,1050,1728,41.24,21.14,10.19,9.14,2.19,0.38,1.9,48.16,49.8,2.04,53.62,31.6,14.78
8217,1220,2062,40.57,22.05,9.43,7.05,3.11,0.66,1.89,50.22,47.7,2.08,53.23,32.82,13.95
8218,1165,1347,45.32,21.8,9.87,5.84,2.4,0.94,2.75,45.46,52.8,1.74,43.64,34.03,22.32
8219,1059,2471,42.49,22.85,8.78,4.63,3.31,0.47,2.46,46.33,50.69,2.98,59.43,30.21,10.36
8220,1009,1660,36.37,25.47,11.79,14.67,1.88,0.5,2.48,57.19,40.7,2.11,52.64,35.44,11.92
8221,994,2012,31.69,27.46,11.97,4.43,2.11,0.8,2.92,55.49,39.89,4.62,58.25,29.07,12.68
8222,903,952,29.13,31.01,15.73,5.54,1.99,0.55,2.33,60.58,37.62,1.8,51.74,33.01,15.25
8223,1141,1480,43.47,20.95,9.03,5.08,2.02,0.7,2.02,44.67,52.64,2.69,56.76,29.04,14.19
8224,857,1670,32.67,26.02,10.85,10.04,1.98,1.17,2.92,56.76,40.79,2.46,49.57,32.64,17.79
8225,911,1565,30.08,32.49,12.73,6.48,2.31,0.66,2.52,61.09,37.3,1.62,44.11,42.38,13.51
8226,913,2720,29.35,24.53,11.72,9.2,1.97,0.88,3.18,55.95,39.76,4.29,40.4,36.9,22.7
8227,941,1925,37.51,23.8,11.48,5.63,2.13,0.85,2.98,51.91,45.95,2.14,52.25,29.62,18.13
8228,1648,1654,63.47,14.26,6.49,5.16,2.25,0.49,1.52,28.81,68.71,2.49,69.15,17.65,13.2
8229,1420,2492,50.0,20.99,8.38,5.63,1.83,0.7,2.04,42.0,56.39,1.62,59.5,30.48,10.01
8230,1455,2323,49.55,18.35,8.38,7.01,1.86,0.62,2.27,40.19,56.92,2.9,43.2,45.84,10.96
8231,1406,1970,56.26,18.07,6.61,5.55,1.42,0.57,2.13,34.89,63.2,1.9,56.56,29.01,14.43
8232,990,671,37.27,23.54,10.4,5.05,2.53,0.71,2.02,52.52,45.54,1.93,48.02,38.48,13.5
8233,1047,1965,41.26,25.5,11.08,4.87,1.34,1.34,2.58,50.3,48.41,1.29,55.06,29.86,15.08
8234,1301,1065,47.35,19.98,10.61,4.92,1.92,0.69,2.23,44.72,53.67,1.61,48.59,34.89,16.52
8235,894,1954,34.45,26.06,10.07,8.05,2.35,1.01,2.57,52.82,44.12,3.06,45.47,38.37,16.16
8236,1077,1821,34.82,27.21,10.21,6.59,1.67,0.74,2.6,52.65,43.92,3.43,47.14,35.5,17.36
8237,1142,1215,40.46,22.33,9.28,7.36,1.58,0.96,3.24,47.51,48.82,3.67,52.72,29.92,17.36
8238,1247,2841,41.38,22.37,9.46,6.5,1.6,1.36,2.97,47.21,49.24,3.55,44.08,29.67,26.25
8239,834,1675,33.57,28.54,11.75,6.0,1.92,0.84,3.0,55.36,42.24,2.4,50.76,33.5,15.74
8240,864,1604,28.7,25.0,11.23,5.21,2.08,0.81,3.24,53.89,39.87,6.24,47.0,36.6,16.4
8241,1944,2658,50.15,13.07,5.71,10.08,1.65,0.87,1.75,40.06,57.86,2.08,55.97,33.56,10.47
8242,1043,2462,30.87,29.34,11.03,7.48,1.82,1.34,3.07,57.63,39.03,3.34,50.9,34.03,15.07
8243,2147,1238,56.92,13.79,7.78,7.03,1.35,0.23,1.58,35.03,62.81,2.16,58.2,29.05,12.75
8244,908,1253,39.43,24.56,10.79,4.63,1.87,0.55,3.08,50.82,46.84,2.34,53.95,29.07,16.98
8245,1089,1672,32.42,27.18,13.31,6.61,1.47,0.46,3.31,56.65,40.73,2.62,48.26,35.69,16.05
8246,2721,2807,54.69,11.61,3.97,9.04,3.23,0.92,1.54,35.73,62.13,2.14,62.0,30.38,7.62
8247,1189,2984,42.47,18.0,8.49,7.57,1.93,0.93,2.35,44.4,52.4,3.2,56.83,29.68,13.49
8248,808,1481,25.99,31.31,13.99,8.17,1.73,1.36,3.22,61.98,35.68,2.34,47.08,35.41,17.51
8249,961,1200,37.46,23.41,10.72,7.8,1.98,0.73,2.39,51.67,45.44,2.89,49.84,30.85,19.32
8250,1392,2321,40.01,21.34,9.34,6.32,2.44,1.29,2.37,49.38,47.23,3.38,54.05,29.99,15.97
8251,1202,1427,42.18,23.54,10.73,5.99,1.91,0.75,1.91,48.87,49.3,1.83,57.39,27.91,14.7
8252,1284,1325,46.34,22.43,10.59,4.13,1.79,0.55,2.1,44.46,53.65,1.89,57.72,29.19,13.09
8253,1020,1437,44.12,22.06,9.8,5.98,1.47,0.98,3.33,45.95,52.08,1.98,50.1,32.64,17.26
8254,1042,1454,28.89,27.83,14.4,8.64,1.54,1.06,3.36,60.52,37.01,2.47,49.44,32.52,18.03
8255,2052,2173,55.41,13.21,6.38,7.16,1.95,0.54,1.46,34.17,62.41,3.42,43.65,44.0,12.35
8256,1046,2102,29.06,28.11,11.66,9.66,1.91,0.67,2.96,59.82,36.83,3.36,49.45,30.73,19.82
8257,1166,1670,41.34,23.24,10.46,6.43,1.8,0.69,2.74,48.78,49.5,1.71,50.36,36.51,13.13
8258,1736,2207,50.06,16.13,6.97,8.7,1.73,0.4,2.48,40.65,57.92,1.43,53.41,36.14,10.45
8259,944,1604,24.89,22.88,10.17,16.63,1.91,1.06,2.65,61.65,33.75,4.59,44.94,36.82,18.24
8260,1010,2285,32.18,26.34,11.78,6.53,1.88,0.99,2.57,55.54,40.62,3.84,55.79,29.93,14.29
8261,1126,1172,40.59,19.89,9.5,5.68,2.4,0.98,2.84,47.26,49.91,2.84,51.44,32.84,15.72
8262,1133,1797,40.16,25.07,14.3,5.65,1.59,1.15,2.21,52.42,45.9,1.68,52.42,31.01,16.57
8263,1127,1880,40.02,24.58,10.56,5.94,1.95,0.89,2.04,50.0,47.97,2.03,39.85,45.3,14.85
8264,1027,1905,41.29,22.1,9.74,5.74,1.66,1.46,2.73,47.76,49.9,2.35,47.36,35.16,17.48
8265,912,2587,28.07,24.67,10.86,9.54,1.97,0.88,3.18,57.65,38.23,4.13,40.92,42.33,16.75
8266,1055,2106,30.81,26.82,10.81,7.77,1.61,0.85,3.6,55.16,39.68,5.16,51.13,33.76,15.11
8267,1105,1438,40.9,21.45,11.76,6.24,1.81,0.54,2.44,48.04,49.12,2.84,44.52,34.63,20.85
8268,891,1224,32.66,25.03,12.12,7.52,2.36,1.12,3.03,55.42,41.69,2.89,47.79,35.16,17.04
8269,1056,1480,46.78,21.59,9.28,6.82,1.52,0.57,2.65,45.64,51.05,3.31,60.02,24.88,15.1
8270,1606,1359,50.68,17.93,9.53,5.73,1.56,0.56,1.87,40.93,57.36,1.71,57.91,31.57,10.52
8271,1684,2657,40.91,17.22,7.48,12.83,1.07,0.71,1.31,46.76,49.11,4.12,41.04,47.62,11.34
8272,1061,1951,35.44,23.66,10.84,5.94,1.6,0.94,3.11,50.97,44.14,4.89,50.4,31.52,18.08
8273,1122,1731,43.85,22.28,9.45,7.66,1.6,0.98,2.67,47.99,50.23,1.78,54.26,30.87,14.87
8274,1141,1231,47.24,20.42,8.24,6.13,1.75,0.44,3.16,43.7,54.46,1.84,56.15,29.82,14.04
8275,1554,1603,48.46,19.11,8.75,4.18,2.77,0.39,2.45,43.43,55.01,1.56,64.1,23.21,12.69
8276,1047,1760,35.15,26.36,11.08,8.6,1.91,0.57,1.91,54.59,43.03,2.37,50.15,37.23,12.62
8277,1311,2278,39.36,22.04,9.46,15.71,1.45,0.53,1.75,52.24,43.51,4.24,62.2,25.67,12.12
8278,1717,1286,53.17,16.31,8.56,6.52,1.57,0.47,1.34,38.83,59.34,1.83,52.43,32.22,15.35
8279,952,1457,35.4,27.73,12.5,6.83,1.79,0.63,2.73,54.62,42.83,2.56,47.68,33.66,18.65
8280,1054,1449,37.57,24.29,12.14,5.5,2.18,0.57,2.75,51.42,45.84,2.74,52.81,30.62,16.57
8281,1099,1705,44.04,25.66,10.92,5.64,1.27,0.73,2.27,47.98,50.48,1.54,54.7,30.9,14.4
8282,865,1515,31.79,29.94,13.29,5.55,1.62,0.58,3.01,56.31,39.6,4.08,52.54,32.69,14.77
8283,967,1374,33.71,22.65,11.38,6.93,2.28,1.14,3.21,54.5,41.51,4.0,50.82,30.53,18.65
8284,1324,2230,35.42,21.75,9.37,12.54,2.27,0.76,2.42,54.09,44.34,1.57,55.72,33.07,11.21
8285,1441,2730,54.89,16.59,6.8,4.58,1.46,0.83,1.53,35.87,62.54,1.58,51.18,37.35,11.47
8286,961,2010,31.32,28.51,12.38,6.56,1.46,0.94,2.91,57.38,38.93,3.69,48.96,32.82,18.22
8287,1227,1125,52.49,22.82,9.7,5.38,1.63,0.41,1.87,41.75,56.37,1.88,52.38,32.09,15.53
8288,1197,1963,41.69,22.31,10.11,8.86,1.59,1.0,2.59,47.89,49.65,2.46,51.22,33.19,15.59
8289,996,1406,42.97,21.29,11.24,7.73,1.81,0.6,2.81,48.19,50.21,1.6,47.02,32.34,20.64
8290,1421,2465,41.87,16.75,6.76,9.78,3.17,0.77,2.11,44.8,52.84,2.36,56.47,33.36,10.17
8291,1672,1621,50.6,13.58,6.34,9.81,1.44,0.6,2.03,37.89,58.28,3.83,50.62,35.04,14.35
8292,1033,1829,35.82,26.33,11.33,6.2,1.84,1.06,2.52,54.59,42.96,2.45,50.51,35.5,14.0
8293,1510,3398,48.74,19.67,7.95,7.88,1.85,0.86,1.72,42.19,55.54,2.27,48.6,36.41,14.99
8294,1359,1436,43.41,20.6,9.79,7.14,1.18,0.66,1.91,46.65,50.23,3.12,55.06,30.6,14.34
8295,2372,3850,61.97,12.77,5.65,6.58,1.77,0.51,1.48,29.97,67.89,2.14,68.87,18.63,12.51
8296,962,1237,34.82,28.69,14.03,5.3,1.87,0.94,2.18,57.22,41.12,1.65,50.72,32.97,16.32
8297,803,1616,28.64,27.9,11.96,5.85,1.99,0.75,2.74,58.59,37.82,3.6,48.36,37.71,13.93
8298,919,1328,38.08,23.94,10.77,8.16,1.74,0.76,2.83,51.38,46.43,2.19,45.81,34.44,19.75
8299,1049,1947,35.75,26.31,13.06,5.53,1.91,0.86,3.05,54.44,43.45,2.12,58.11,27.09,14.8
8300,950,1884,30.21,27.58,12.21,8.32,2.11,1.16,3.16,58.17,39.37,2.46,52.78,33.22,14.0
8301,1057,1672,38.79,21.38,10.69,12.2,2.08,0.57,2.46,50.77,44.28,4.94,48.6,35.07,16.33
8302,1216,1543,44.24,25.25,10.12,4.44,2.71,0.82,2.22,47.75,50.78,1.47,60.1,27.2,12.69
8303,1127,2684,39.13,24.05,10.38,8.61,1.24,0.71,2.84,50.23,47.14,2.63,54.49,30.86,14.64
8304,808,1007,28.22,26.36,13.37,6.81,1.98,1.11,3.22,58.21,37.78,4.01,45.67,33.99,20.34
8305,1440,508,47.29,19.03,12.57,4.72,1.25,0.35,1.74,43.9,54.97,1.14,48.98,32.22,18.8
8306,1301,1951,41.28,20.6,8.61,15.6,1.38,0.54,1.54,50.0,45.72,4.28,49.24,38.17,12.59
8307,957,2337,33.02,23.93,9.61,12.96,1.99,1.04,2.61,53.9,41.65,4.45,39.32,43.46,17.21
8308,1227,1265,48.0,20.95,7.82,3.5,1.39,0.41,1.87,40.78,55.22,4.0,62.47,24.77,12.76
8309,2172,1170,63.4,17.27,7.78,5.2,1.38,0.28,0.97,32.41,66.78,0.81,55.92,30.92,13.17
8310,1719,1370,60.85,13.38,7.68,7.91,2.09,0.41,1.51,32.05,66.27,1.67,51.92,33.23,14.85
8311,1142,1455,37.39,21.37,10.07,11.03,1.84,0.53,2.45,53.0,45.43,1.57,47.18,38.23,14.59
8312,867,1358,37.72,27.8,11.3,4.61,1.61,1.04,3.0,51.59,45.73,2.68,50.61,31.96,17.43
8313,791,3009,25.92,32.11,14.54,7.08,1.9,0.88,3.16,63.6,33.83,2.57,50.13,33.29,16.58
8314,1183,1781,45.9,19.7,8.45,8.11,1.52,0.93,1.86,44.96,53.36,1.68,47.4,34.8,17.8
8315,1160,1597,44.4,23.79,8.71,7.07,2.24,0.69,2.76,47.3,51.17,1.53,51.89,32.01,16.1
8316,1601,2359,47.6,16.18,7.06,9.24,1.94,0.5,1.62,43.55,54.36,2.08,63.27,24.14,12.59
8317,1241,1222,43.76,21.19,11.44,12.65,1.29,0.48,2.26,50.22,48.14,1.64,48.79,36.98,14.22
8318,989,1889,35.19,26.79,12.84,6.37,1.92,0.61,3.34,53.69,44.06,2.25,56.41,28.21,15.38
